"","50","100","150","200","250","300","350","400","450","500"
"1",22.608,22.843,25.35,27.687,29.995,32.001,34.17,36.122,37.9,39.968
"2",21.88,23.23,25.165,26.801,29.862,31.682,32.9190000000001,35.6020000000001,37.548,38.8960000000001
"3",20.865,22.553,24.562,26.324,28.21,30.396,32.08,34.1759999999999,38.0899999999999,52.3240000000001
"4",29.421,28.3220000000001,24.9870000000001,26.915,29.3299999999999,30.9940000000001,33.5820000000001,35.222,37.5179999999998,39.2470000000001
"5",29.5119999999999,30.0210000000002,33.0900000000001,35.079,38.6180000000002,40.393,45.2669999999998,43.087,35.827,39.6990000000001
"6",21.6320000000001,24.0219999999999,25.7469999999998,27.5110000000002,29.9060000000002,31.5819999999999,33.9090000000001,35.6949999999997,37.8209999999999,40.0729999999999
"7",21.2180000000003,23.114,25.5940000000001,27.2960000000003,29.2629999999999,31.172,33.7869999999998,35.7170000000001,37.5650000000001,39.826
"8",21.2539999999999,23.3699999999999,25.7719999999999,27.2909999999997,29.7559999999999,31.328,33.982,36.6930000000002,37.7200000000003,39.96
"9",21.3389999999999,22.768,25.038,26.7689999999998,28.6379999999999,30.3919999999998,32.9120000000003,34.8020000000001,36.3529999999996,38.4479999999999
"10",21.3240000000001,23.1280000000002,25.4370000000004,27.549,29.634,31.1149999999998,34.1750000000002,35.509,38.1409999999996,39.6240000000003
